words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
alveário,+,0,0,2,5
emagrecimento,U,0,0,0,-1
desnutrição,U,0,0,0,-1
cavumbular,+,0,0,1,4
desencalacrar-se,U,0,0,0,7
canzoal,-,1,0,0,5
naifada,U,0,0,0,6
logogrífico,-,1,0,0,4
muquete,-,1,0,0,4
sem-par,0,0,1,0,4
anais,-,2,0,0,3
urutu,-,1,0,0,5
cubata,-,1,0,0,3
repenicado,+,0,0,1,5
rajo,-,1,0,0,4
inflamável,U,0,0,0,-1
incendiável,U,0,0,0,-1
condolência,+,1,0,2,4
demissão,+,0,1,3,5
santidade,+,0,0,3,3
timbila,+,0,0,2,9
arrátel,U,0,0,0,-1
libra,U,0,0,0,-1
alquimiar,A,1,1,0,3
envasilhado,-,1,0,0,5
esturdiar,0,0,1,0,5
estatelado,+,0,0,1,6
escarrapachado,+,0,0,1,7
rapadoura,-,1,0,0,6
mastro,+,0,0,1,4
escusa,+,0,0,4,4
dispensa,+,0,0,2,3
sagitária,U,0,0,0,-1
erva-frecha,U,0,0,0,-1
engrolo,-,2,0,0,1
ilheta,U,0,0,0,-1
aterrorizado,U,0,0,0,7
catar-se,0,0,1,0,7
bem-visto,A,1,0,1,5
atrelar,0,0,2,0,4
catarrão,-,1,0,0,7
desquitar-se,U,0,0,0,4
esfumar,0,0,1,0,4
encravamento,-,1,0,0,4
encravadura,-,1,0,0,5
permanentemente,0,0,3,0,5
enxova,+,0,0,1,6
fementido,-,2,0,0,5
serpear,A,0,1,1,4
colear,-,1,0,0,4
blusa,U,0,0,0,-1
chambre,U,0,0,0,-1
destorcer,A,1,0,1,4
marialva,U,0,0,0,5
ambidestro,U,0,0,0,-1
bidextro,U,0,0,0,-1
petrificar-se,U,0,0,0,4
letícia,U,0,0,0,2
coligação,+,1,0,2,3
competitivo,-,1,0,0,5
concorrencial,-,1,0,0,6
semíviro,U,0,0,0,5
espectacularidade,-,2,0,0,3
homótono,0,0,1,0,3
tendão,+,0,0,1,4
flama,U,0,0,0,3
coitado,-,3,0,0,2
instituidor,+,0,0,2,5
lidimamente,U,0,0,0,-1
permissivamente,U,0,0,0,-1
argiláceo,U,0,0,0,-1
tergiversatório,-,1,0,0,3
bizantinismo,-,2,0,0,4
polarização,0,0,1,0,3
impartível,0,0,1,0,6
apostado,+,0,0,1,4
nordestia,U,0,0,0,-1
nordestada,U,0,0,0,-1
martelar,-,1,0,0,4
batucar,-,1,0,0,5
enfreamento,+,0,0,1,5
malambas,+,0,0,1,4
anotar,0,0,2,0,2
tarjar,0,0,1,0,4
cortilha,U,0,0,0,-1
caminho-de-ferro,U,0,0,0,-1
ferrovia,U,0,0,0,-1
extremosamente,0,0,2,0,3
novice,-,1,0,0,4
encartar-se,U,0,0,0,-1
brevetar,U,0,0,0,-1
beneficiação,A,0,1,1,3
domado,+,0,0,2,5
enfezado,-,2,0,1,4
prosódia,U,0,0,0,-1
farfante,+,0,0,1,5
farfantão,+,0,0,2,4
acaçapado,U,0,0,0,5
festança,-,2,0,0,4
açucarado,+,0,0,1,4
dulcífico,+,0,0,1,3
extraviar-se,-,1,0,0,4
setentrião,+,0,0,1,4
tuberculizar-se,U,0,0,0,4
entronar,+,0,0,1,2
esplendente,+,0,0,2,4
trapezista,+,0,0,1,6
firma,U,0,0,0,3
alternado,+,0,0,1,5
alternativo,+,0,0,1,6
asa,+,0,0,2,5
antícope,U,0,0,0,4
cefaleia,U,0,0,0,-1
agnostozóico,U,0,0,0,-1
azóico,U,0,0,0,-1
chocarrear,+,0,0,1,4
abrevar,0,0,2,0,5
despautério,-,4,0,0,4
impersonalidade,U,0,0,0,-1
impessoalidade,U,0,0,0,-1
quebro,+,0,0,1,5
passeiro,-,2,0,0,4
barbearia,+,0,0,1,7
cerzir,U,0,0,0,-1
parodiante,-,1,0,0,5
cataplasmado,-,1,0,0,5
escarnar,0,0,1,0,4
papironga,-,1,0,0,1
moleca,U,0,0,0,-1
balsâmico,+,0,0,2,5
pardaloca,U,0,0,0,-1
futilíssimo,U,0,0,0,-1
vaníssimo,U,0,0,0,-1
sermoa,+,0,0,1,4
escleroto,U,0,0,0,-1
esclerócio,U,0,0,0,-1
musicómano,U,0,0,0,-1
melómano,U,0,0,0,-1
puncionar,U,0,0,0,-1
descurioso,-,1,0,0,4
busca-vidas,U,0,0,0,-1
filão,+,0,0,2,3
esculachado,-,2,0,0,5
indeclinável,+,0,0,1,5
joalheiro,U,0,0,0,-1
diamantista,U,0,0,0,-1
endoblasto,U,0,0,0,-1
bisonte,U,0,0,0,6
bisão,U,0,0,0,7
gimnofiónio,U,0,0,0,-1
escadraçar,-,2,0,0,4
articulados,-,1,0,0,7
formalmente,0,0,1,0,7
cerebrino,-,1,0,0,3
quão,U,0,0,0,-1
que,U,0,0,0,-1
faixar,0,0,1,0,4
triquiníase,U,0,0,0,-1
triquinose,U,0,0,0,-1
quitamento,0,0,1,0,4
aguardar,0,0,2,0,3
desenfurecer,-,2,0,0,4
desmerecimento,U,0,0,0,-1
chilreador,-,1,0,0,5
individualizar,+,0,0,2,3
uranológico,0,0,1,0,6
vinharrão,+,0,0,1,5
vinhão,+,0,0,1,4
conotar,0,0,2,0,2
terminação,+,0,0,3,3
filamentoso,U,0,0,0,-1
filífero,U,0,0,0,-1
mialhar,+,0,0,1,6
desconveniente,-,2,0,0,3
vícios,-,1,0,0,4
nasalado,U,0,0,0,7
entranhadamente,0,0,1,0,2
investimento,-,2,0,0,4
terramotada,-,1,0,0,2
concitação,U,0,0,0,5
adaptabilidade,+,0,0,1,4
presbítero,+,0,0,2,4
tradição,+,0,0,4,3
agrafador,U,0,0,0,-1
grampeador,U,0,0,0,-1
conezia,U,0,0,0,-1
canonicato,U,0,0,0,-1
decocção,+,0,0,3,6
ignificar,A,0,1,1,4
trâmuei,-,1,0,0,5
tranvia,-,1,0,0,6
desenterroar,-,1,0,0,3
luandense,U,0,0,0,-1
caluanda,U,0,0,0,-1
idílico,0,0,2,0,4
grandemente,0,0,1,0,2
branco-acizentado,-,1,0,0,9
salpimenta,-,1,0,0,8
lixadela,-,1,0,0,6
inferência,+,0,0,3,4
colubrear,-,1,0,0,3
indefesso,A,1,0,1,3
bioco,-,2,0,0,3
litorâneo,+,0,0,1,5
dissaborear,-,1,0,0,4
fastuoso,-,2,0,1,4
despolarizar,-,2,0,0,4
cominutivo,U,0,0,0,-1
ancipitado,-,1,0,0,4
flexíloquo,-,3,0,0,3
arreamento,-,2,0,0,3
boatice,-,1,0,0,5
desnalgar-se,0,0,1,0,4
financiador,U,0,0,0,6
inevitabilidade,+,0,0,1,4
curvetear,U,0,0,0,-1
corcovear,U,0,0,0,-1
migalheiro,-,1,0,0,4
enfeitado,+,0,0,2,4
servir-se,0,0,3,0,3
coabitante,U,0,0,0,-1
comorante,U,0,0,0,-1
resplêndido,+,0,0,1,3
canalhice,-,1,0,0,7
cachorrice,-,1,0,0,8
espevitar-se,+,0,0,1,3
beguino,-,2,0,0,4
estudioso,+,0,0,1,5
empeugar,U,0,0,0,-1
barrilada,-,1,0,0,3
lampião,+,0,0,2,5
betar,A,0,1,1,3
braceleira,+,0,0,1,6
quartola,+,0,0,1,5
desenlamear,U,0,0,0,-1
desenlodar,U,0,0,0,-1
coruchéu,-,1,0,0,4
inculpar,0,0,3,0,3
tarela,-,1,0,0,4
espelhante,+,0,0,1,5
sabonete,+,0,0,1,4
cinismo,+,0,0,1,3
borrachão,+,0,0,1,7
udómetro,U,0,0,0,-1
pluviómetro,U,0,0,0,-1
isenções,+,0,0,1,4
trengo,-,1,0,0,4
molificativo,U,0,0,0,-1
incognoscível,-,1,0,0,5
treitoura,U,0,0,0,-1
cocão,U,0,0,0,-1
turnê,-,2,0,0,4
infortuna,-,2,0,0,3
soca,-,1,0,0,4
óptimo,+,0,0,8,3
boníssimo,+,0,0,1,4
rabinice,-,4,0,0,3
hérnico,U,0,0,0,-1
hernial,U,0,0,0,-1
contubernar-se,U,0,0,0,-1
lambisgóia,U,0,0,0,-1
fedúncia,U,0,0,0,-1
dotado,0,0,1,0,4
belisário,-,2,0,0,3
avivamento,+,0,0,1,5
áfio,0,0,2,0,5
comungar,0,0,1,0,4
salgueiro,U,0,0,0,-1
durázia,U,0,0,0,-1
radiodifusão,U,0,0,0,-1
rádio,U,0,0,0,-1
dissuadir-se,0,0,1,0,6
desimaginar,0,0,1,0,5
medicativo,U,0,0,0,-1
medicamentoso,U,0,0,0,-1
campanha,A,0,1,1,4
indignamente,U,0,0,0,-1
servilmente,U,0,0,0,-1
caterva,0,0,1,0,5
uivante,U,0,0,0,-1
uivador,U,0,0,0,-1
vigiador,+,1,0,2,4
cianite,U,0,0,0,-1
distena,U,0,0,0,-1
dragão,+,0,0,2,4
desaurir,0,0,1,0,4
ganguissar,+,0,0,1,3
púnico,-,1,0,0,3
renegação,-,2,0,0,5
polposo,0,0,1,0,3
cabide,+,0,0,1,4
sinagoga,+,0,0,1,7
defensível,U,0,0,0,-1
defensável,U,0,0,0,-1
enfrouxecer,-,1,0,0,4
aliciador,-,2,0,0,6
sandio,U,0,0,0,3
cítara,U,0,0,0,-1
cítola,U,0,0,0,-1
butaca,0,0,1,0,3
candeio,+,0,0,1,5
medular,0,0,1,0,4
penca,+,0,0,1,4
costumado,0,0,4,0,2
esquema,+,0,0,1,5
embelezar-se,-,1,0,0,5
biombo,+,0,0,1,4
ajesuitado,A,1,1,0,4
caloiros,U,0,0,0,-1
caloirada,U,0,0,0,-1
expositivo,U,0,0,0,-1
narrativo,U,0,0,0,-1
infante,0,0,2,0,4
bosboque,U,0,0,0,7
siderar,-,1,0,0,3
antálgico,0,0,1,0,6
balsamização,+,0,0,1,4
formigos,-,1,0,0,5
cangueira,+,0,0,1,8
endividar,0,1,2,0,4
apiedar,-,1,0,0,3
filantrópico,+,0,0,1,5
compressivo,-,1,0,0,6
exacerbado,-,1,0,0,4
consociável,0,0,1,0,7
plutão,+,0,0,1,4
acalmação,+,0,0,2,4
adonde,U,0,0,0,-1
réstia,-,1,0,0,4
reste,-,2,0,0,5
sorveteira,U,0,0,0,-1
neveira,U,0,0,0,-1
atabalhoação,+,0,0,1,4
atabalhoamento,+,0,0,1,3
poltronear-se,+,0,0,1,6
engalhar,A,1,1,0,3
pujar,-,1,0,0,3
xairelado,-,1,0,0,5
abúlico,0,0,1,0,5
moço-de-forcado,+,0,0,1,5
lampadejar,0,0,1,0,5
erva-bezerra,U,0,0,0,-1
alto-mar,U,0,0,0,4
paro,+,0,0,1,4
atarefamento,U,0,0,0,3
glandífero,U,0,0,0,-1
balanóforo,U,0,0,0,-1
vicejante,+,0,0,1,5
recalcado,0,0,1,0,5
nuncupativo,+,0,0,2,7
nuncupatório,+,0,0,1,7
cedinho,+,0,0,2,6
arquibanco,+,0,0,1,5
arquibancada,+,0,0,1,6
tudo-nada,+,0,0,1,4
achacoso,-,1,0,0,2
auriflama,+,0,0,1,3
aquinhoamento,0,0,1,0,4
borralheira,0,0,1,0,5
juvenil,+,0,0,1,5
assombrosamente,0,0,1,0,5
desatenção,+,0,0,1,3
cremoso,U,0,0,0,3
flauteio,+,0,0,1,4
ilimitadamente,0,0,1,0,10
encoifar,0,0,1,0,4
pugna,-,2,0,1,4
ingerido,-,1,0,0,4
desenrolar-se,0,0,1,0,5
testemunhador,-,1,0,0,4
floretear,+,0,0,1,5
lavação,+,0,0,1,4
aloilado,-,1,0,0,4
isocromático,U,0,0,0,-1
isocromo,U,0,0,0,-1
descente,0,0,1,0,4
fenómeno,-,1,0,0,5
mefistofélico,-,1,0,0,3
angustiar-se,-,1,0,0,3
impermeável,U,0,0,0,-1
interciso,-,1,0,0,4
encasque,+,0,0,1,4
caixeta,U,0,0,0,5
bacarija,+,0,0,1,6
bácaro,+,0,0,1,5
mimar,+,0,0,1,5
mentrasto,U,0,0,0,-1
mentastro,U,0,0,0,-1
quota-parte,+,0,0,1,3
aparelhamento,+,0,0,1,4
átimo,+,0,0,3,4
bodegão,0,0,2,0,5
trindade,-,1,0,0,7
trilogia,-,2,0,0,7
hipnotizador,U,0,0,0,-1
magnetizador,U,0,0,0,-1
arcabouço,-,1,0,0,5
travejamento,-,1,0,0,6
gil-vicentino,U,0,0,0,-1
vicentino,U,0,0,0,-1
tabuleta,+,0,0,2,3
arrojadiço,-,1,0,0,3
afiadeira,+,0,0,1,4
redrar,U,0,0,0,-1
arxar,U,0,0,0,-1
retrógrado,-,1,0,0,4
riscadura,+,0,0,2,4
casualismo,U,0,0,0,-1
contingentismo,U,0,0,0,-1
sem-cerimonioso,-,1,0,0,5
Secundário,U,0,0,0,-1
Mesozóico,U,0,0,0,-1
galação,U,0,0,0,-1
galadura,U,0,0,0,-1
trompa,+,0,0,1,5
precariamente,-,1,0,0,4
despir-se,0,0,1,0,4
urucueiro,U,0,0,0,-1
urucu,U,0,0,0,-1
retiramento,+,0,0,1,3
embaimento,-,1,0,0,1
apodo,+,0,0,2,2
morangueiro,U,0,0,0,-1
morango,U,0,0,0,-1
pecúnia,-,1,0,0,4
tosquiador,-,1,0,0,3
xeura,+,0,0,1,3
questuário,-,1,0,0,4
divorciado,+,0,0,3,4
acomodações,U,0,0,0,3
empreitada,0,0,1,0,4
vatel,+,0,0,1,5
colombo,U,0,0,0,-1
calumba,U,0,0,0,-1
granjaria,+,0,0,1,4
postiço,-,3,0,0,4
postal,U,0,0,0,-1
bilhete-postal,U,0,0,0,-1
tronar,-,1,0,0,3
edacidade,-,2,0,0,5
escaparate,+,0,0,2,6
infestação,+,0,0,1,4
languidescer,-,2,0,0,4
sicofanta,-,1,0,0,4
entufar-se,+,0,0,1,5
arrepolhar,+,0,0,2,4
cascão,+,0,0,1,5
propaganda,0,0,1,0,4
abstruso,-,3,0,0,4
cofinho,U,0,0,0,5
ohmímetro,U,0,0,0,-1
reómetro,U,0,0,0,-1
correição,+,0,0,1,3
carena,+,0,0,1,5
querena,+,0,0,1,4
quiqueriqui,-,1,0,0,4
asseverado,+,0,0,1,5
fotografia,0,0,1,0,4
municipalismo,U,0,0,0,-1
comunalismo,U,0,0,0,-1
inultrapassável,U,0,0,0,-1
intransponível,U,0,0,0,-1
efemeridade,0,0,1,0,5
favoniar,+,0,0,1,4
quitó,+,0,0,1,7
barrinha,+,0,0,1,6
goleta,+,0,0,1,5
abadessa,U,0,0,0,-1
superiora,U,0,0,0,-1
ambílevo,-,2,0,0,4
cursado,+,0,0,1,3
toradelfia,U,0,0,0,-1
toracadelfia,U,0,0,0,-1
castamente,U,0,0,0,-1
suspicaz,-,1,0,0,4
sudoríparo,U,0,0,0,-1
anhangá,-,1,0,0,5
multívolo,-,2,0,0,3
solvência,+,0,0,1,3
penol,U,0,0,0,-1
lais,U,0,0,0,-1
tresmontar,0,0,2,0,4
joelho,+,0,0,1,4
socalcar,-,1,0,0,3
sangradouro,+,0,0,1,12
subúrbios,+,0,0,2,6
rumores,-,1,0,0,2
heroicidade,U,0,0,0,4
afoiteza,A,0,1,1,3
orbicular,A,0,1,1,4
privar,-,2,1,0,4
sucedimento,+,0,0,1,4
calcinar,A,1,0,1,3
moçoila,U,0,0,0,-1
raparigota,U,0,0,0,-1
adivinho-curandeiro,U,0,0,0,-1
quimbanda,U,0,0,0,-1
desinfestar,+,0,0,1,5
protocolo,+,0,0,4,4
neoterismo,U,0,0,0,-1
ratinho,U,0,0,0,-1
camundongo,U,0,0,0,-1
arrepiar-se,0,0,1,0,4
arrecada,+,0,0,2,5
irreligiosidade,-,2,0,0,3
rufar,0,0,1,0,4
albarca,U,0,0,0,-1
sistemata,U,0,0,0,-1
similar,U,0,0,0,4
ressair,+,0,0,2,2
palavra-chave,+,0,0,1,5
assentamento,+,0,0,1,2
mugir,0,0,2,0,4
gasalho,+,0,0,2,3
mucano,U,0,0,0,3
emproar,+,0,0,2,4
revulsão,U,0,0,0,-1
antíspase,U,0,0,0,-1
quixotada,-,1,0,0,6
chantar,A,0,1,1,4
estoicidade,-,1,0,0,3
desassenhorear,U,0,0,0,5
usurpação,-,1,0,0,3
tonitruante,U,0,0,0,-1
tonitruoso,U,0,0,0,-1
quebra-jejum,U,0,0,0,-1
sexualidade,-,1,0,0,5
empunhar,+,0,0,1,4
asir,+,0,0,1,3
plenificar,0,0,1,0,4
seranzar,U,0,0,0,6
rebelão,-,2,0,0,4
desaproveitar,0,0,2,0,4
cornecho,+,0,0,1,6
desarticulado,-,2,0,0,5
luxado,-,1,0,0,6
trançar,0,0,1,0,5
filme,-,1,0,0,4
montanheiro,0,0,1,0,5
directoria,+,0,0,1,4
filaucioso,+,0,0,1,4
fémur,U,0,0,0,-1
coxa,U,0,0,0,-1
semi-homem,U,0,0,0,5
singularizar-se,+,0,0,1,3
consolidar-se,0,0,1,0,4
caduceador,+,0,0,1,5
fixidade,+,0,0,1,4
apalermar,0,0,1,0,6
móbil,+,1,0,3,4
mais-querer,0,0,1,0,4
giravolta,-,2,0,0,4
defronte,U,0,0,0,-1
diante,U,0,0,0,-1
eupatia,+,0,0,1,4
carcanhol,-,1,0,0,4
coleccionar,+,0,0,1,3
jupiteriano,+,0,0,2,3
fateusim,+,0,0,1,6
deslocável,-,1,0,0,5
varicelar,U,0,0,0,-1
varicelóide,U,0,0,0,-1
mangrar,U,0,0,0,3
prosternação,+,0,0,1,5
introvertido,U,0,0,0,4
equipolência,+,0,0,1,5
chapuçar,U,0,0,0,4
acabramo,U,0,0,0,-1
cabramo,U,0,0,0,-1
parentela,0,0,1,0,3
processos,+,0,0,1,5
denunciativo,U,0,0,0,8
denunciatório,U,0,0,0,9
admirar-se,+,0,0,1,5
extramundano,+,0,0,1,6
amento,U,0,0,0,-1
amentilho,U,0,0,0,-1
contudo,U,0,0,0,-1
aliás,U,0,0,0,-1
anta,U,0,0,0,-1
exalçamento,0,0,2,0,4
amantar,A,1,0,1,4
durázio,-,1,0,0,3
estame,U,0,0,0,-1
estambre,U,0,0,0,-1
acreditado,+,0,0,1,3
morcegar,+,0,0,1,5
evidência,+,0,0,3,4
veleiro,+,0,0,1,5
colada,U,0,0,0,-1
colhada,U,0,0,0,-1
durante,-,1,0,0,4
azul-violeta,U,0,0,0,-1
cárdeno,U,0,0,0,-1
familiar,0,0,3,0,2
coloquial,0,0,2,0,3
optometrista,U,0,0,0,-1
oculista,U,0,0,0,-1
averiguador,0,0,1,0,5
renascença,+,0,0,1,6
toucinho,U,0,0,0,-1
touço,U,0,0,0,-1
jarreteira,+,0,0,1,3
interrogação,A,1,0,1,4
inconsistente,-,3,0,0,4
alivioso,U,0,0,0,-1
pólo,+,0,1,2,4
recavar,0,0,1,0,5
comitente,+,0,0,1,7
barragem,-,2,0,0,4
dobradura,-,2,0,0,4
incrustado,-,1,0,0,4
foção,0,0,2,0,4
esbeltar,A,0,1,1,4
desinteresseiro,+,0,0,2,3
cágado,U,0,0,0,4
inextensível,U,0,0,0,-1
inestendível,U,0,0,0,-1
disponibilidade,+,0,0,1,3
peanha,U,0,0,0,4
reino,0,0,2,1,4
eslavo,U,0,0,0,-1
cirílico,U,0,0,0,-1
acidência,+,0,0,1,5
ouvida,-,1,0,0,2
coação,+,0,0,1,6
intimidatório,U,0,0,0,-1
bombear,U,0,0,0,-1
lanterneiro,U,0,0,0,-1
bate-chapa,U,0,0,0,-1
laca,U,0,0,0,-1
inabilidade,-,3,0,0,5
resfolgante,U,0,0,0,-1
resfolegante,U,0,0,0,-1
empurrado,-,1,0,0,4
amartelar,-,2,0,0,3
libata,-,1,0,0,4
chafurda,-,2,0,0,5
purulento,-,2,0,0,4
eutrofia,+,0,0,1,4
saudosismo,U,0,0,0,-1
passadismo,U,0,0,0,-1
sustância,+,0,1,2,3
polpa,0,0,1,0,3
esmarrir,-,1,0,0,4
aturgir,0,0,1,0,5
despersuasão,U,0,0,0,-1
dissuasão,U,0,0,0,-1
abafante,A,1,0,1,4
sarapintar,-,1,0,0,4
mosquear,-,1,0,0,5
bracejar,0,0,2,0,3
amocar,-,1,0,0,4
dardada,-,1,0,0,3
emaciar,U,0,0,0,3
degradar-se,-,1,0,0,4
colateral,-,1,0,0,3
nitrobenzina,U,0,0,0,-1
nitrobenzeno,U,0,0,0,-1
certíssimo,+,0,0,1,5
bureta,U,0,0,0,5
imprimadura,U,0,0,0,-1
imprimação,U,0,0,0,-1
emparedar,0,0,2,0,4
encelar,0,0,1,0,5
interjacente,A,0,1,1,5
guarda-pó,U,0,0,0,-1
bata,U,0,0,0,-1
malignidade,-,2,0,0,2
entanto,U,0,0,0,-1
atiplado,-,1,0,0,4
estaladura,+,0,0,1,5
esquifar,0,0,1,0,4
refolhado,U,0,0,0,4
cardal,U,0,0,0,-1
alienador,U,0,0,0,-1
alheador,U,0,0,0,-1
canadense,U,0,0,0,-1
canadiano,U,0,0,0,-1
malhação,+,0,0,1,2
semideiro,+,0,0,1,5
meada,-,2,0,0,3
fendrelho,-,1,0,0,4
despejar-se,0,0,1,0,3
simiano,U,0,0,0,4
tentaculífero,U,0,0,0,-1
tentaculado,U,0,0,0,-1
bacela,+,0,0,2,4
pentavalente,U,0,0,0,-1
quinquevalente,U,0,0,0,-1
uniformemente,U,0,0,0,8
monotonamente,U,0,0,0,7
paroxítono,-,1,0,0,3
ruma,+,0,0,1,4
antela,U,0,0,0,-1
antinha,U,0,0,0,-1
asselvajar,0,0,1,0,6
escaldado,+,0,0,1,4
corga,+,0,0,1,5
decorrente,A,0,1,1,5
osso,-,1,0,0,3
pimpolhar,0,0,1,0,4
propugnador,+,0,0,1,5
gastrocnémio,0,0,1,0,5
desentorpecimento,+,0,0,1,4
entrelinhamento,U,0,0,0,-1
rebarba,U,0,0,0,-1
endimenina,U,0,0,0,-1
intina,U,0,0,0,-1
atafegar,-,2,0,0,3
estafegar,-,1,0,0,4
passador,A,1,0,1,6
fretamento,U,0,0,0,-1
afretamento,U,0,0,0,-1
empandeirar-se,+,0,0,1,6
cataglosso,U,0,0,0,-1
abaixa-língua,U,0,0,0,-1
galinhó,-,2,0,0,5
nebulizador,U,0,0,0,-1
feridor,+,0,0,1,4
preceitos,0,0,1,0,4
levantada,U,0,0,0,4
inexpressivo,-,1,0,0,4
fracturado,-,1,0,0,4
galhada,0,0,1,0,5
bátega,+,0,0,1,8
irá-cego,U,0,0,0,-1
monopodial,U,0,0,0,-1
monopódico,U,0,0,0,-1
panelo,-,1,0,0,5
inarmonia,-,1,0,0,5
porcada,A,1,0,1,4
desestorvar,0,0,1,0,5
restaurar-se,+,0,0,1,3
elementarmente,-,1,0,0,4
rorejante,U,0,0,0,-1
emparvoecer,0,0,1,0,6
inadvertência,-,3,0,0,4
mostrança,+,0,0,1,3
tristemente,0,0,1,0,9
túbara,-,1,0,0,7
alojamentos,U,0,0,0,3
saborido,+,0,0,2,2
borrego,U,0,0,0,-1
proporcionar-se,A,1,1,0,3
comensurar,U,0,0,0,4
sericógeno,U,0,0,0,-1
sericígeno,U,0,0,0,-1
besteira,-,2,0,0,4
solfejação,-,1,0,0,3
solfejo,-,1,0,0,2
antevidente,0,0,1,0,4
desatolar-se,U,0,0,0,-1
desenvasar,U,0,0,0,-1
enchamboado,U,0,0,0,4
questionável,-,1,0,0,5
mica,+,0,0,1,7
irrealista,A,1,1,0,5
suspicácia,U,0,0,0,5
rateamento,U,0,0,0,-1
tempestivamente,U,0,0,0,13
decursivo,U,0,0,0,6
foraleiro,U,0,0,0,-1
foralengo,U,0,0,0,-1
cecotomia,U,0,0,0,-1
tiflotomia,U,0,0,0,-1
fraudulentamente,0,0,1,0,9
sub-repticiamente,0,0,1,0,8
isolação,+,0,0,1,5
pluvioso,-,1,0,0,4
madraçaria,+,0,0,1,4
ferrinhos,U,0,0,0,-1
cenagal,-,1,0,0,5
cativante,+,0,0,1,4
enternecido,-,1,0,0,4
á-bê-cê,U,0,0,0,-1
latejo,U,0,0,0,5
confeitar,-,2,1,0,4
adiposidade,-,1,0,0,5
premunitivo,U,0,0,0,-1
potroso,-,2,0,0,3
maquia,A,1,0,1,4
bote,A,1,0,1,4
encanudado,-,1,0,0,6
mazombice,-,1,0,0,3
ingénito,0,0,2,0,3
jumentil,-,1,0,0,6
desertor,A,1,1,0,5
lumaréu,A,1,0,1,4
permitido,+,0,0,2,5
buscar-se,0,0,1,0,3
amanhã,+,0,0,2,4
emundação,+,0,1,2,4
simbiota,U,0,0,0,-1
simbionte,U,0,0,0,-1
desinstruído,U,0,0,0,4
inexperiência,+,0,0,2,4
equilibrar,0,0,2,0,3
pedimento,-,2,0,1,4
perceptivo,U,0,0,0,4
loto,-,1,0,0,6
hilófago,U,0,0,0,-1
xilófago,U,0,0,0,-1
drunfo,-,1,0,0,9
palhota,+,0,0,1,6
trofa,+,0,0,1,7
encerrado,+,0,0,2,4
clausulado,+,0,0,1,5
validação,+,0,0,1,4
suspeição,-,1,0,0,4
relentar,0,0,1,0,4
abusado,U,0,0,0,4
obtemperar,-,1,0,0,2
embebedar,0,0,3,0,3
médão,A,1,1,0,5
duna,U,0,0,0,6
chapar-se,U,0,0,0,-1
pranchear,U,0,0,0,-1
mamãe,+,0,0,1,5
fojo,+,0,0,2,5
esmalte,-,1,0,0,4
gongo,U,0,0,0,-1
tantã,U,0,0,0,-1
ripário,+,0,0,1,5
deífico,U,0,0,0,3
hipógino,U,0,0,0,-1
hipogínico,U,0,0,0,-1
trepida,U,0,0,0,5
apaixonadamente,U,0,0,0,-1
idolatradamente,U,0,0,0,-1
graceta,+,0,0,1,4
confessado,+,0,0,1,5
desabastecido,A,1,1,0,5
afilar,+,0,2,3,3
desculpar-se,0,0,4,0,5
zuna,U,0,0,0,-1
zinideira,U,0,0,0,-1
concussionário,-,1,0,0,5
aplicar-se,0,0,2,0,4
desguedelhar,0,0,2,0,8
destoucar,0,0,2,0,7
chapinhar,0,0,2,0,5
bachicar,0,0,1,0,6
raivento,-,2,0,0,5
desinfluir,-,1,0,0,3
tone,+,0,0,2,6
disciplinar,0,0,2,0,3
vivido,+,0,0,2,4
inédito,0,0,1,0,4
fogaceira,U,0,0,0,-1
fogaça,U,0,0,0,-1
adornos,U,0,0,0,5
lantejoula,U,0,0,0,4
verdasca,+,0,0,2,5
mastodonte,-,1,0,0,5
ovalar,U,0,0,0,8
ovóide,U,0,0,0,7
estalejar,0,0,2,0,6
delicadamente,+,0,0,1,7
polidamente,+,0,0,1,8
culatra,+,0,0,1,4
remela,U,0,0,0,8
ultraje,-,3,0,0,4
delegado,0,0,2,0,3
hastil,+,0,0,1,4
núcego,0,0,1,0,3
prolígero,U,0,0,0,5
inatacável,+,0,0,1,3
limpa-queixos,+,0,0,1,4
cancerígeno,U,0,0,0,-1
carcinogéneo,U,0,0,0,-1
democrático,0,0,1,0,4
descalabrado,-,2,0,0,3
covalente,U,0,0,0,-1
homopolar,U,0,0,0,-1
lamentador,U,0,0,0,-1
pranteador,U,0,0,0,-1
vermelho-vivo,0,0,1,0,5
gestor,+,0,0,1,6
flocado,U,0,0,0,-1
flocoso,U,0,0,0,-1
impudicícia,-,1,0,0,4
supimpa,+,0,0,1,3
encardir,A,1,0,1,4
preconceito,-,1,0,0,3
linhaça,A,0,1,1,3
propagandear,0,0,2,0,4
sobressaturação,-,1,0,0,4
grudento,A,1,1,0,4
pedra_angular,+,0,0,2,3
irremediavelmente,0,0,1,0,7
rapioqueiro,U,0,0,0,5
toradelfo,U,0,0,0,-1
toracadelfo,U,0,0,0,-1
bigeminado,U,0,0,0,-1
optimamente,0,0,1,0,2
galantaria,+,0,0,3,3
cuspidor,U,0,0,0,-1
enxurro,+,0,0,1,4
paternidade,0,0,1,0,6
autoria,0,0,1,0,5
prensa,U,0,0,0,-1
prelo,U,0,0,0,-1
estradado,0,0,1,0,5
desenrascanço,+,0,0,1,4
